Gene	zoneI	zoneIId	zoneIIp	zoneIZ	zoneIII
MtrunA17Chr0c01g0488941	0	0.114856861817146	0.0625999858709727	0	0
MtrunA17Chr0c01g0488951	0	0	0	0	0
MtrunA17Chr0c01g0488961	0	0	0	0	0
MtrunA17Chr0c01g0488971	0	0	0	0	0
MtrunA17Chr0c01g0488981	0	0	0	0	0
MtrunA17Chr0c01g0488991	0	0	0	0	0
MtrunA17Chr0c01g0489001	0	0	0	0	0
MtrunA17Chr0c01g0489031	0	0	0	0	0
MtrunA17Chr0c01g0489051	0	0.13664868998331	0	0	0
MtrunA17Chr0c01g0489061	0	0	0	0	0
MtrunA17Chr0c01g0489081	0	0	0	0	0
MtrunA17Chr0c01g0489111	0	0	0	0	0
MtrunA17Chr0c01g0489121	0.918673291128639	0.512881125047802	2.74197015709105	0.420717040455652	0.77045627430389
MtrunA17Chr0c01g0489131	0.197375120875675	0	0.0609289390202077	0	0
MtrunA17Chr0c01g0489141	0.048842273685857	0	0	0	0
MtrunA17Chr0c01g0489151	0	0	0	0	0
MtrunA17Chr0c01g0489161	1.88110178089451	1.0408570441366	0.158094417974558	0.0849590422064033	0.148335559265787
MtrunA17Chr0c01g0489171	0	0.225779348740829	0	0	0
MtrunA17Chr0c01g0489181	0.61637209201918	0.307522729587982	0.091445631295887	0.0371364775010652	0.1823998770241
MtrunA17Chr0c01g0489211	0	0.0451053459000227	0	0	0
MtrunA17Chr0c01g0489221	0	0	0	0	0
MtrunA17Chr0c01g0489231	0	0.067462394673268	0.036768764935367	0	0
MtrunA17Chr0c01g0489241	0	0.0573075289487657	0.031234098213517	0	0
MtrunA17Chr0c01g0489251	0	0	0	0	0
MtrunA17Chr0c01g0489261	1.8964171588651	0.613934593974499	0.329937219159598	0.283040946866918	0.0520242450303113
MtrunA17Chr0c01g0489311	13.6074737224417	3.74840335615636	3.53692051389498	2.99138817413439	4.84816503634351
MtrunA17Chr0c01g0489321	7.45157181665777	1.39896086075863	0.380388629448616	0.607922414192926	1.8409956451995
MtrunA17Chr0c01g0489331	0.0807244676020523	0	0	0	0
MtrunA17Chr0c01g0489341	0	0	0	0	0
MtrunA17Chr0c01g0489351	0	0	0	0	0
MtrunA17Chr0c01g0489361	0	0	0	0	0.107046764101923
MtrunA17Chr0c01g0489371	0	0.0665865129603337	0	0	0
MtrunA17Chr0c01g0489381	0.0299908698071052	0	0	0	0
MtrunA17Chr0c01g0489391	18.3609282138644	17.6784613740119	4.57975284858535	2.74570095045091	3.73952050448358
MtrunA17Chr0c01g0489401	12.3258051792722	11.1179726715264	4.14672038619037	0.918163879543614	3.26206397201543
MtrunA17Chr0c01g0489411	9.93855425286971	4.8837184125224	0.388284668667273	0.936572144882067	1.20965125759105
MtrunA17Chr0c01g0489421	0	0.476260875383007	0	0	0.297991815283916
MtrunA17Chr0c01g0489441	0	0	0	0	0
MtrunA17Chr0c01g0489451	0	0	0	0	0
MtrunA17Chr0c01g0489461	0.176040954948926	0.138551293793156	0.126714846844873	0.447624126003752	0.115379037376833
MtrunA17Chr0c01g0489471	16.3458142623624	20.055668446522	16.6066155588739	26.4532971667755	12.7106099553339
MtrunA17Chr0c01g0489481	3.22967757373322	3.10525418266016	2.4567523015217	2.00881481093171	3.08685641029778
MtrunA17Chr0c01g0489491	4.66056181055952	2.31172279815812	0.305990836099804	0.129166402519442	0.452058548055906
MtrunA17Chr0c01g0489511	0.224099989808127	0.0529178750425563	0.04848430278242	0.0630115161714897	0
MtrunA17Chr0c01g0489521	0	0	0	0	0
MtrunA17Chr0c01g0489551	0	0.0740709557841187	0	0	0
MtrunA17Chr0c01g0489561	0	0	0	0	0
MtrunA17Chr0c01g0489571	0	0.060297786736302	0	0	0
MtrunA17Chr0c01g0489581	0	0	0	0	0
MtrunA17Chr0c01g0489601	0	0	0	0	0
MtrunA17Chr0c01g0489611	0	0	0	0	0
MtrunA17Chr0c01g0489631	0	0	0	0	0
MtrunA17Chr0c01g0489641	90.2980251522353	52.3438716115717	104.466434729461	11.4549790638034	36.430538086698
MtrunA17Chr0c02g0489651	29.7099679983399	25.1781515313977	12.8939603715622	11.2632091491863	24.4618192859193
MtrunA17Chr0c02g0489661	86.7296197537943	77.5068478452221	36.4179972604282	16.5178503730144	31.68962186577
MtrunA17Chr0c02g0489681	0.155177286784932	0.146454092817465	0.392763344387088	7.68694619236473	12.6388008968802
MtrunA17Chr0c02g0489691	1.08204585881236	3.69552192475714	18.765023693279	4463.04282708933	880.37154669544
MtrunA17Chr0c02g0489721	0	0	0	0	0
MtrunA17Chr0c02g0489731	0	0	0	0	0
MtrunA17Chr0c02g0489751	8.40755644674553	3.96455506415603	1.5571138721253	1.62600588518692	7.17609445500506
MtrunA17Chr0c02g0489761	0.098566381852022	0.117836669953033	0.0810536404053381	0.0102934458187211	0
MtrunA17Chr0c02g0489781	0	0	0	0	0
MtrunA17Chr0c02g0489791	0	0	0	0	0
MtrunA17Chr0c02g0489811	0	0	0	0	0
MtrunA17Chr0c02g0489821	0	0	0	0	0
MtrunA17Chr0c02g0489831	0	0	0	0	0
MtrunA17Chr0c03g0489861	0	0	0	0	0
